#Name (cmd = mergePeaks 03_motif/cluster_2_homer_VS_bgPeaks/bg.clean.pos 03_motif/cluster_2_homer_VS_bgPeaks/target.clean..pos -d given -cobound 1 -prefix 03_motif/cluster_2_homer_VS_bgPeaks/0.112137839970277.2.tmp)	chr	start	end	strand	stat	stat2	03_motif/cluster_2_homer_VS_bgPeaks/target.clean..pos
BG648.144_r20	9	60991351	60992050	+	1.57	0.000	648.144_r20
BG648.144_r21	X	164419201	164420050	+	1.57	0.000	648.144_r21,841.55_r9
BG1433.41	10	117925101	117926050	+	3.14	0.000	1433.41
BG1433.77	1	164248101	164249400	+	2.95	0.000	1433.77,1265.88_r1,1491.63
BG784.027_r1	1	161804451	161805350	+	1.80	0.000	2003.04_r2,784.027_r1
BG784.027_r2	1	171643251	171644300	+	1.47	0.000	784.027_r2
BG784.027_r3	10	80260751	80261350	+	2.45	0.000	784.027_r3
BG784.027_r4	10	84575651	84576850	+	1.63	0.000	784.027_r4,1340.93,1670.62_r4,1378.02_r1
BG784.027_r5	13	63223001	63223600	+	1.80	0.000	784.027_r5,2301.37_r1
BG784.027_r6	14	15769701	15770200	+	2.61	0.000	1070.42_r3,784.027_r6
BG784.027_r7	15	42302251	42303200	+	1.80	0.000	784.027_r7
BG784.027_r8	16	35741901	35743000	+	1.47	0.000	784.027_r8
BG784.027_r9	16	91597451	91598400	+	2.29	0.000	1849.62_r3,784.027_r9,897.035_r2
BG2898.02_r1	17	84119251	84120600	+	7.50	0.000	2898.02_r1
BG2898.02_r2	5	73193701	73194850	+	6.14	0.000	2898.02_r2
BG2898.02_r3	5	76950701	76952050	+	4.77	0.000	1257.01_r3,2898.02_r3
BG1200.54	11	117848551	117849300	+	3.10	0.000	1200.54
BG1866.66_r1	3	79176551	79178600	+	1.88	0.000	1866.66_r1
BG1866.66_r2	7	114068851	114069750	+	6.48	0.000	1437.38_r4
BG1110.7_r1	2	25574501	25575550	+	2.94	0.000	1944.43,1110.7_r1,3511.72
BG1110.7_r2	4	45012151	45013200	+	2.29	0.000	953.29_r4,1516.64_r1,1110.7_r2,883.833_r5,2079.76_r3
BG1110.7_r4	9	57560451	57561600	+	2.94	0.000	1110.7_r4,1483.1_r22
BG1110.7_r5	9	115310001	115311000	+	1.96	0.000	1110.7_r5,850.796
BG1466.06_r10	2	127269551	127270200	+	3.58	0.000	1466.06_r10,890.197_r7,1609.12_r3
BG1466.06_r11	2	156877701	156878400	+	4.09	0.000	775.859_r4,1466.06_r11
BG1466.06_r12	2	158166301	158167200	+	3.41	0.000	1466.06_r12,648.144_r9
BG1466.06_r13	3	60472101	60473100	+	2.56	0.000	1466.06_r13,656.594_r12
BG1466.06_r14	3	96905051	96905900	+	4.77	0.000	1466.06_r14
BG1466.06_r15	4	130913851	130915250	+	2.56	0.000	638.324_r8,1466.06_r15
BG1466.06_r16	4	134096901	134097650	+	4.77	0.000	749.072_r8
BG1466.06_r17	4	134186651	134187350	+	5.46	0.000	1466.06_r17,1017.26_r10
BG1466.06_r18	5	105609251	105610400	+	2.90	0.000	1466.06_r18,1085.43_r3
BG1466.06_r19	5	113828701	113831050	+	1.70	0.000	1466.06_r19
BG1466.06_r20	5	134312851	134314100	+	2.22	0.000	1466.06_r20,647.346_r19
BG1466.06_r21	6	82934751	82936100	+	2.22	0.000	1466.06_r21
BG1466.06_r22	7	73618451	73619250	+	4.09	0.000	1453.72_r4,1466.06_r22,893.653_r7
BG1466.06_r23	7	75649551	75650350	+	3.75	0.000	1466.06_r23
BG1466.06_r24	7	75701951	75703150	+	2.39	0.000	1466.06_r24,669.689_r14
BG1466.06_r25	8	72215451	72216150	+	3.58	0.000	1466.06_r25
BG1466.06_r26	9	15045551	15046050	+	5.11	0.000	1086.2_r23,1466.06_r26
BG1466.06_r27	9	66794901	66796400	+	1.88	0.000	1466.06_r27,610.355_r25
BG1862.06_r1	13	81710451	81711500	+	3.76	0.000	1862.06_r1
BG1862.06_r2	5	114130101	114131650	+	2.94	0.000	1862.06_r2,3435.01_r1,934.414_r2,1531.98_r2
BG684.337	10	17795801	17796550	+	1.85	0.000	684.337
BG684.338	18	34953801	34954800	+	1.48	0.000	684.338,1653.57_r1
BG702.833_r1	1	160053301	160054400	+	1.11	0.000	913.295,702.833_r1
BG702.833_r2	10	128547001	128548100	+	1.29	0.000	1985.99,702.833_r2,1225.04_r2
BG702.833_r3	11	70020901	70021950	+	1.29	0.000	702.833_r3,756.168_r2
BG702.833_r4	11	115813801	115814150	+	2.40	0.000	710.525_r2,702.833_r4
BG702.833_r5	13	51644701	51645150	+	2.40	0.000	912.069,2369.56_r2
BG702.833_r6	14	55724501	55725200	+	1.48	0.000	702.833_r6
BG702.833_r7	17	80174501	80176100	+	1.11	0.000	702.833_r7
BG702.833_r8	19	32172301	32172900	+	1.48	0.000	702.833_r8,1619.48_r6,751.359_r6
BG702.833_r9	19	41383801	41384200	+	3.70	0.000	702.833_r9
BG1168.62_r10	8	70211901	70212950	+	3.34	0.000	2071.51
BG2045.66_r1	10	75145951	75147050	+	4.60	0.000	2045.66_r1
BG2045.66_r2	11	34761951	34763350	+	3.92	0.000	2045.66_r2
BG2045.66_r3	14	74846801	74848100	+	4.43	0.000	2045.66_r3,1290.38_r1
BG2045.66_r4	14	121829901	121830750	+	6.48	0.000	2045.66_r4
BG2045.66_r5	15	6567701	6569300	+	3.41	0.000	2045.66_r5,628.85_r7
BG2045.66_r6	16	91780901	91781900	+	4.60	0.000	2045.66_r6
BG2045.66_r8	19	37375651	37376350	+	6.99	0.000	2045.66_r8
BG2045.66_r9	4	130909451	130911350	+	2.05	0.000	2045.66_r9
BG1119.52	11	54491801	54492800	+	3.34	0.000	1119.52,1303.94
BG971.019_r1	2	32587501	32588400	+	2.59	0.000	1296.29_r2,971.019_r1
BG971.019_r2	6	86437701	86438950	+	1.29	0.000	687.425_r5,971.019_r2,2071.23_r8
BG971.019_r3	7	120698801	120699750	+	1.85	0.000	971.019_r3
BG5301.67_r1	9	107279901	107281500	+	8.18	0.000	1179.81_r1
BG945.116	3	138142501	138144750	+	1.72	0.000	2122.37_r7,1205.28_r7,824.862_r3
BG675.089_r1	1	133130801	133131600	+	1.48	0.000	1443.59_r1,661.523_r2,675.089_r1
BG675.089_r2	1	165322051	165323050	+	1.66	0.000	675.089_r2
BG675.089_r3	10	77273051	77273850	+	1.85	0.000	675.089_r3,1302.52,2079.75_r1,648.144_r1,792.194_r2
BG675.089_r4	10	117804401	117804950	+	2.40	0.000	1139.16_r3,675.089_r4
BG675.089_r5	11	30187051	30188000	+	1.85	0.000	675.089_r5
BG675.089_r6	14	54893601	54894450	+	2.40	0.000	903.474_r2,675.089_r6
BG675.089_r7	15	78495401	78495850	+	2.59	0.000	841.195_r6,903.473_r5,675.089_r7
BG675.089_r8	18	36744251	36745300	+	1.66	0.000	775.86_r13,675.089_r8,1551.29_r9
BG675.089_r9	18	56707451	56707900	+	2.59	0.000	1764.38_r13,675.089_r9
BG2940.64_r2	7	66179801	66181650	+	5.28	0.000	2940.64_r2,1453.53_r2
BG1387.17	11	21222551	21223800	+	2.77	0.000	1387.17
BG1387.46	2	128367651	128368450	+	4.34	0.000	1387.46
BG5131.2	15	84684401	84686150	+	10.2	0.000	2343.91,5131.2
BG1192.37_r1	11	11716151	11717100	+	2.94	0.000	786.493,1192.37_r1
BG1192.37_r2	11	61266851	61267900	+	3.43	0.000	2582.65_r1,1192.37_r2
BG1192.37_r4	4	136266851	136267250	+	3.76	0.000	1192.37_r4
BG1192.37_r5	5	109866351	109867200	+	2.78	0.000	2054.18_r6,758.318_r3,1192.37_r5
BG1192.37_r6	8	70234151	70234600	+	3.59	0.000	1192.37_r6
BG1192.37_r7	9	56509101	56509750	+	2.61	0.000	749.071_r15
BG1207.91_r3	13	73937451	73938350	+	2.55	0.000	841.55_r2,1207.91_r3
BG1207.91_r4	19	41354251	41355150	+	4.12	0.000	886.109,1661.18
BG1207.91_r5	6	41554401	41555550	+	2.16	0.000	1207.91_r5
BG1207.91_r6	9	99242851	99243700	+	2.55	0.000	1342.59_r6,1207.91_r6
BG1019.36_r2	11	116253401	116254750	+	1.32	0.000	1019.36_r2,1184.21_r3,1534.25_r3
BG1019.36_r3	15	76080401	76081900	+	1.32	0.000	1190.02_r5,1019.36_r3
BG1019.36_r4	5	142794001	142795200	+	1.51	0.000	1019.36_r4,897.036_r10
BG832.301_r10	5	62574201	62574700	+	2.96	0.000	1047.68_r5,931.031_r6,832.301_r10
BG832.301_r11	6	87547351	87548100	+	2.03	0.000	832.301_r11
BG1883.71_r10	18	25168651	25169400	+	5.28	0.000	1883.71_r10
BG1883.71_r11	19	53528551	53529800	+	3.24	0.000	1883.71_r11
BG1883.71_r12	2	167774401	167775800	+	3.58	0.000	1883.71_r12
BG1883.71_r13	2	168206851	168207750	+	5.46	0.000	1527.22_r3,1883.71_r13
BG1883.71_r14	4	8927751	8929750	+	2.05	0.000	610.354_r15,1883.71_r14
BG1883.71_r15	5	23415551	23416550	+	2.73	0.000	1883.71_r15,1176.04_r9,864.193_r2,647.345_r12
BG1883.71_r19	9	46272301	46274050	+	2.90	0.000	1883.71_r19
BG1486.38	11	69758701	69759800	+	3.10	0.000	906.284_r4,1486.38,962.396_r2
BG813.805_r2	7	141096551	141097300	+	2.03	0.000	1127.04_r8,2156.47_r12,813.805_r2
BG1649.72	1	184033501	184034900	+	3.43	0.000	2966.21,913.293_r1,1479.65
BG1649.82	15	102405201	102406550	+	2.16	0.000	1321.39
BG2139.42_r1	10	80741601	80742800	+	3.75	0.000	2139.42_r1,893.653_r1
BG2139.42_r2	10	115362201	115362950	+	4.43	0.000	2139.42_r2
BG2139.42_r3	10	127136201	127137400	+	4.77	0.000	988.201,2139.42_r3
BG2139.42_r4	14	62837001	62838400	+	4.43	0.000	1035.75_r6,2139.42_r4
BG2139.42_r6	4	63400651	63401850	+	3.58	0.000	2139.42_r6
BG2139.42_r7	5	130171801	130172700	+	5.63	0.000	1380.21_r2,2139.42_r7
BG2139.42_r8	5	142905801	142907600	+	4.09	0.000	808.528_r10,2139.42_r8
BG2139.42_r9	7	75600551	75601050	+	6.99	0.000	637.021_r11,2139.42_r9
BG1090.06	1	36719651	36720900	+	1.37	0.000	1628,1090.06
BG1585.39	10	18022151	18023100	+	2.22	0.000	1110.71_r1,1585.39
BG1585.67	6	115676351	115678250	+	2.45	0.000	872.412,5224.96,1585.67,1113.74_r13
BG712.08_r1	1	54913401	54913850	+	2.77	0.000	2514.46
BG712.08_r2	1	91049051	91049800	+	2.03	0.000	712.08_r2
BG712.08_r3	10	39171051	39171950	+	1.66	0.000	712.08_r3
BG712.08_r4	14	25832451	25833200	+	2.40	0.000	712.08_r4
BG712.08_r5	15	98918001	98918600	+	2.22	0.000	1094.37_r5,4168.03,712.08_r5
BG712.08_r6	17	28522401	28522850	+	2.59	0.000	1314.88_r4
BG712.08_r7	18	23803301	23804000	+	2.03	0.000	1225.04_r5,1044.03,712.08_r7
BG712.08_r8	2	112509951	112510650	+	2.22	0.000	712.08_r8,792.193_r4
BG712.08_r9	4	40722051	40722450	+	2.96	0.000	712.08_r9
BG963.7_r1	11	29692401	29693200	+	3.59	0.000	963.7_r1,1192.97_r2
BG963.7_r2	13	6547501	6548750	+	1.96	0.000	963.7_r2,665.841_r3
BG963.7_r4	18	42274601	42275600	+	1.96	0.000	963.7_r4
BG963.7_r5	2	30124251	30125350	+	1.96	0.000	963.7_r5
BG963.7_r6	5	122130651	122131950	+	1.80	0.000	963.7_r6,1148.98_r4
BG898.85	12	80642351	80644250	+	0.925	0.000	898.85,3059.97_r1,1592.55_r2,961.772_r2
BG1559.82_r1	11	82952501	82953000	+	5.97	0.000	647.345_r2,1559.82_r1
BG1559.82_r2	13	73736301	73737550	+	3.75	0.000	1559.82_r2,610.354_r5
BG1559.82_r3	14	27234151	27235150	+	2.73	0.000	1559.82_r3
BG1559.82_r4	14	66199401	66200100	+	4.43	0.000	1559.82_r4,661.522_r5
BG1559.82_r5	14	78678651	78679650	+	3.24	0.000	1559.82_r5,1241.38_r5
BG1559.82_r7	16	33052951	33053350	+	4.94	0.000	730.575_r1,1559.82_r7
BG1559.82_r8	16	91366051	91367450	+	3.41	0.000	1559.82_r8,653.356_r6
BG1559.82_r9	17	33564451	33565400	+	3.58	0.000	1559.82_r9
BG1590.62_r1	17	44608451	44609400	+	3.33	0.000	2420.7_r4,645.189_r4
BG1590.62_r2	19	6140901	6141850	+	4.07	0.000	1590.62_r2
BG1590.62_r3	7	74690301	74691350	+	4.25	0.000	1132.62_r4
BG898.364_r1	1	92079301	92080950	+	1.14	0.000	898.364_r1,1789.95
BG898.364_r2	1	191026001	191026650	+	2.94	0.000	1190.02
BG898.364_r3	12	40036601	40037850	+	1.63	0.000	898.364_r3
BG898.364_r4	14	77864651	77865250	+	2.78	0.000	2591.17_r1,804.559_r2,898.364_r4
BG898.364_r5	15	75616001	75616800	+	2.29	0.000	898.364_r5
BG898.364_r6	19	57119401	57120100	+	2.45	0.000	898.364_r6
BG898.364_r7	4	135079651	135080450	+	1.80	0.000	898.364_r7
BG898.364_r8	4	139199351	139200600	+	1.63	0.000	2164.99_r4,898.364_r8
BG898.364_r9	7	45779001	45779550	+	3.59	0.000	2403.65_r11,898.364_r9,841.549_r9
BG991.043	2	29124551	29125950	+	1.70	0.000	991.043,1542.77_r11,1090.06_r5
BG991.044	11	55469901	55472050	+	1.32	0.000	991.044
BG800.361	1	132007201	132008400	+	1.96	0.000	800.361,1764.38_r2
BG800.362	5	118359801	118360400	+	2.12	0.000	2386.6_r11
BG795.309_r1	13	107890201	107890650	+	2.59	0.000	795.309_r1
BG795.309_r2	15	25073551	25074050	+	2.03	0.000	795.309_r2
BG786.061	2	128073101	128073650	+	1.66	0.000	786.061
BG786.062	1	165460051	165461250	+	1.66	0.000	786.062
BG786.063	1	39917901	39919050	+	1.48	0.000	2011.57,1418.87,786.063
BG786.064	19	44293701	44294400	+	1.48	0.000	786.064
BG991.388	7	43399301	43400350	+	1.75	0.000	833.029_r7
BG991.389	16	38402851	38404500	+	1.40	0.000	991.389,1679.15_r7,795.31_r2
BG786.493	11	11715951	11717000	+	1.45	0.000	786.493,1192.37_r1
BG786.494	16	4789051	4790600	+	1.06	0.000	786.494,1404.31_r2,1977.47_r3,1045.37_r7
BG1257.7_r1	12	25155201	25156150	+	2.96	0.000	1257.7_r1
BG1257.7_r2	13	42050951	42052050	+	2.59	0.000	1257.7_r2
BG1257.7_r3	16	11474801	11476100	+	2.03	0.000	1257.7_r3,1119.52_r3
BG1257.7_r4	17	57125901	57126900	+	2.22	0.000	2966.21_r1,1188.26_r3,628.854_r4,1257.7_r4
BG1257.7_r5	2	166655951	166657100	+	2.77	0.000	906.531_r10,2062.71_r5,1257.7_r5,1021.32_r7
BG1257.7_r6	X	73716201	73717000	+	3.51	0.000	980.034_r2,3025.87_r3,1257.7_r6
BG3005.57_r1	5	115488801	115490000	+	5.19	0.000	1394.49_r7
BG746.347_r1	5	123149551	123150500	+	1.37	0.000	746.347_r1,915.532_r9,1061.7_r7,1858.14_r8
BG665.843_r1	3	142882051	142882750	+	1.29	0.000	665.843_r1,996.368,1491.63_r17
BG665.843_r2	9	61668551	61669350	+	1.66	0.000	1209.48,665.843_r2
BG758.32_r10	9	50324551	50325200	+	2.40	0.000	758.32_r10
BG758.32_r11	X	167201251	167202000	+	1.66	0.000	758.32_r11
BG1159.71_r1	14	16364001	16365450	+	2.12	0.000	1159.71_r1,2241.7_r4,677.605_r6
BG1159.71_r2	15	52753401	52754150	+	3.27	0.000	1132.62,1159.71_r2,1466.06_r7
BG1159.71_r4	17	24251101	24251800	+	2.78	0.000	1159.71_r4
BG1159.71_r5	4	143161501	143162300	+	3.59	0.000	1159.71_r5
BG1159.71_r6	7	27178151	27179050	+	2.94	0.000	1001.68_r9,813.806_r15,1159.71_r6
BG874.012_r1	13	55444601	55445750	+	2.75	0.000	4713.54,4401.95,874.012_r1
BG874.012_r2	14	70350501	70351450	+	1.57	0.000	874.012_r2,1257.71_r1
BG874.012_r3	15	80571501	80572850	+	1.37	0.000	874.012_r3,988.2_r5
BG874.012_r4	17	48409351	48410250	+	1.96	0.000	873.863_r6,1359.43_r1
BG874.012_r5	4	135352651	135353750	+	1.77	0.000	874.012_r5,686.024_r12
BG874.012_r6	9	21509401	21510950	+	1.57	0.000	874.012_r6,887.789_r8
BG874.012_r7	9	57072751	57073850	+	1.96	0.000	2719.02_r6,874.012_r7
BG991.856	12	99467901	99468850	+	1.96	0.000	1372.05_r2,991.856
BG991.857	10	8505851	8506900	+	2.36	0.000	1568.34_r2,1045.37,991.857
BG991.858	10	117898051	117898950	+	2.55	0.000	1202.21_r1,991.858
BG3554.33	6	71632701	71633550	+	8.69	0.000	971.552
BG3554.34	2	44920501	44921800	+	5.80	0.000	775.861_r3
BG716.886_r1	1	60755551	60756100	+	2.16	0.000	716.886_r1
BG3886.75	15	98831501	98832950	+	7.50	0.000	743.192_r8,3886.75
BG4125.42	13	43249851	43251700	+	8.01	0.000	4125.42
BG1713.24	11	3648401	3649950	+	2.73	0.000	1713.24,850.798_r3,775.861
BG4457.83	2	32287651	32288600	+	18.4	0.000	1086.2_r13,749.074
BG2494.37_r1	8	47674651	47676600	+	3.54	0.000	2494.37_r1
BG833.468_r1	12	32953551	32955100	+	1.23	0.000	3477.62_r1,833.468_r1,2082.57,1689.1_r3
BG833.468_r2	2	153161201	153162150	+	2.63	0.000	5421,833.468_r2
BG1812.19	2	165654851	165657150	+	2.83	0.000	1813.07,1812.19
BG1812.57	2	44920251	44921350	+	3.14	0.000	775.861_r3
BG2446.27_r1	3	38484251	38485550	+	5.80	0.000	2446.27_r1,657.965_r2,743.192_r13
BG4892.54_r1	13	95986851	95988850	+	5.63	0.000	712.081_r2,4892.54_r1
BG1510.16_r1	7	78782201	78783900	+	1.51	0.000	1510.16_r1
BG2284.32_r1	11	68967101	68968350	+	4.09	0.000	2284.32_r1,824.861_r1
BG2284.32_r2	12	98282851	98284250	+	5.28	0.000	915.536
BG2284.32_r3	13	101705851	101708050	+	3.24	0.000	2284.32_r3,947.366_r2
BG2284.32_r4	17	33908701	33910200	+	3.92	0.000	2284.32_r4,823.054_r4,971.867_r4
BG2284.32_r5	2	28640601	28641600	+	5.28	0.000	2284.32_r5
BG2284.32_r6	2	94157801	94158300	+	8.52	0.000	897.037_r4,2284.32_r6,955.532_r4
BG2284.32_r7	4	115827001	115828700	+	2.90	0.000	2284.32_r7
BG2284.32_r8	5	77245651	77247250	+	4.09	0.000	800.36_r9,2284.32_r8
BG2284.32_r9	7	19508101	19509150	+	7.33	0.000	2284.32_r9,785.629_r3
BG3077.01	4	119125651	119127850	+	5.11	0.000	3077.01,1311.95_r3
BG3077.02	16	91727851	91729700	+	5.80	0.000	3077.02,718.691_r7
BG1911.07	1	161766301	161767800	+	3.43	0.000	4500.45
BG1335.57	12	69446451	69447150	+	4.71	0.000	1335.57
BG1237.37_r1	19	6909651	6910800	+	2.95	0.000	786.063_r8,947.365_r2,1237.37_r1
BG1237.37_r2	19	53807051	53808050	+	2.36	0.000	1807_r10,1237.37_r2,800.36_r8
BG1237.37_r5	9	120054501	120055450	+	2.75	0.000	3588.43_r3,1208.71_r11
BG1102.54	11	101626851	101627900	+	2.29	0.000	1772.91_r4,1102.54
BG1434.13	10	86704901	86706350	+	2.75	0.000	4235.49,8250.83,2595.59
BG973.841	5	148398801	148400450	+	1.58	0.000	973.841
BG973.842	11	74959851	74961000	+	2.28	0.000	4560.12
BG1766.33	10	118470251	118471150	+	4.44	0.000	1085.43_r1
BG1866.67_r1	1	138303751	138305400	+	2.73	0.000	1866.67_r1
BG1866.67_r2	10	44821301	44822400	+	4.43	0.000	1866.67_r2,739.824_r3
BG1866.67_r3	12	111691101	111692900	+	2.73	0.000	1866.67_r3
BG1866.67_r4	16	92057901	92058900	+	3.75	0.000	906.53,1866.67_r4
BG1866.67_r5	17	83158201	83159050	+	3.75	0.000	1866.67_r5
BG1866.67_r6	2	33130451	33131450	+	5.28	0.000	1866.67_r6,739.823_r16,694.191_r5,962.395
BG1866.67_r7	2	128429851	128431350	+	4.77	0.000	1866.67_r7
BG1866.67_r9	4	152446001	152446850	+	4.60	0.000	800.361_r12
BG2170.3	1	180403051	180404150	+	5.89	0.000	2846.88_r1,1627.61_r1
BG1865.87	4	32587051	32588600	+	3.14	0.000	1865.87,896.045,751.359_r8,1424.16_r2
BG989.514_r11	5	124439601	124440450	+	2.40	0.000	1012.7_r11,1951.9_r8,989.514_r11,667.785_r8
BG1026.48_r2	9	96349401	96351200	+	1.58	0.000	1026.48_r2,2028.61_r13,665.841_r23,857.529_r13
BG1414.91_r2	9	21091601	21092750	+	3.33	0.000	1414.91_r2,1078.04_r12
BG1414.91_r3	1	105980801	105982000	+	3.07	0.000	1414.91_r3
BG1414.91_r4	10	112002451	112003550	+	2.22	0.000	661.523_r3,1414.91_r4
BG1414.91_r5	13	6634551	6635650	+	2.39	0.000	1414.91_r5
BG1414.91_r6	14	61439301	61440500	+	2.90	0.000	1414.91_r6
BG1414.91_r7	17	70852351	70853300	+	2.73	0.000	1394.49_r4,924.975,1414.91_r7,1037.2_r5
BG1414.91_r8	19	12833301	12834200	+	2.90	0.000	1414.91_r8
BG1414.91_r9	19	41338651	41339700	+	2.73	0.000	1414.91_r9
BG1632.47	11	54972951	54974050	+	3.36	0.000	1632.47
BG1632.86	3	96880651	96882600	+	1.70	0.000	1632.86,2378.08_r2
BG694.189	17	35262651	35263000	+	2.45	0.000	887.789_r1,694.189
BG694.191	1	156752601	156753250	+	1.80	0.000	694.191
BG1964.07	6	136518601	136519150	+	6.09	0.000	3656.62_r3
BG1772.91_r2	11	6444101	6445450	+	3.75	0.000	1772.91_r2
BG1772.91_r3	11	83191201	83192300	+	3.75	0.000	1772.91_r3
BG1772.91_r4	11	101626501	101628150	+	2.39	0.000	1772.91_r4,1102.54
BG1772.91_r5	17	25257851	25258900	+	4.09	0.000	1772.91_r5
BG1772.91_r6	19	44930801	44932200	+	3.07	0.000	1772.91_r6
BG1772.91_r7	2	126675001	126676100	+	2.90	0.000	1772.91_r7
BG1772.91_r8	5	105730751	105732550	+	4.26	0.000	1772.91_r8
BG1772.91_r9	5	112270601	112271650	+	3.75	0.000	1772.91_r9,2115.24
BG1832.57_r10	7	5019901	5020750	+	4.77	0.000	1832.57_r10
BG1832.57_r11	9	106280501	106281650	+	2.90	0.000	1832.57_r11
BG1388.36	13	81710651	81711550	+	3.36	0.000	1862.06_r1
BG2966.21	1	184033751	184034900	+	9.21	0.000	2966.21,913.293_r1,1479.65
BG702.357_r1	10	67727451	67728000	+	1.63	0.000	726.706,702.357_r1
BG702.357_r2	11	75178351	75179150	+	1.47	0.000	702.357_r2,1423.44_r6
BG702.357_r3	11	84915301	84916500	+	1.31	0.000	1131.76,702.357_r3
BG702.357_r4	12	108179051	108179800	+	2.61	0.000	702.357_r4,1875.19_r5,1109.74_r2
BG702.357_r5	12	108764751	108765950	+	1.14	0.000	702.357_r5
BG702.357_r6	14	120477351	120477900	+	2.78	0.000	702.357_r6,648.143,1449.01_r6
BG702.357_r7	15	59373701	59374950	+	1.31	0.000	702.357_r7
BG702.357_r8	16	4964601	4966000	+	1.14	0.000	2386.6_r2,878.54_r6,702.357_r8
BG702.357_r9	17	50071301	50072600	+	1.14	0.000	702.357_r9,648.144_r7
BG1155.97	1	151754401	151755600	+	2.22	0.000	1155.97,1040.96
BG1017.26_r10	4	134186801	134187350	+	3.88	0.000	1466.06_r17,1017.26_r10
BG1017.26_r11	5	33936451	33937550	+	1.85	0.000	1017.26_r11
BG1017.26_r12	6	146080551	146081950	+	1.66	0.000	3089.8
BG1017.26_r13	8	85025251	85026200	+	1.66	0.000	1738.81_r18,1017.26_r13,669.689_r16
BG1017.26_r14	8	121578951	121579350	+	4.44	0.000	1017.26_r14
BG1017.26_r15	9	96714151	96714650	+	4.25	0.000	1200.54_r9
BG813.806_r1	10	80032901	80033900	+	2.22	0.000	813.806_r1
BG813.806_r2	10	117720751	117722150	+	1.48	0.000	813.806_r2
BG813.806_r4	12	59011701	59012650	+	1.48	0.000	813.806_r4,1148.98_r1
BG813.806_r5	15	79900901	79901950	+	1.48	0.000	813.806_r5
BG813.806_r6	17	47010401	47011200	+	2.59	0.000	813.806_r6
BG813.806_r7	19	43524501	43525250	+	2.77	0.000	813.806_r7
BG813.806_r8	2	163228801	163229450	+	2.40	0.000	859.788_r2,813.806_r8,1798.48_r4,661.523_r13
BG813.806_r9	2	167924851	167925600	+	1.66	0.000	775.809_r6,813.806_r9
BG1674.22_r1	16	49969801	49970750	+	3.76	0.000	2122.37_r5,1674.22_r1,860.044_r2
BG1674.22_r2	16	94525901	94527500	+	2.78	0.000	2932.11_r1,1008.94_r1,1674.22_r2
BG1674.22_r4	7	44986201	44987150	+	5.55	0.000	1951.9_r10,1674.22_r4,638.098_r26,1296.29_r4
BG1104.31_r1	11	106762001	106763800	+	1.13	0.000	2437.75_r2,1257.71,1104.31_r1,628.85_r3,1168.62_r1
BG1104.31_r2	12	111159801	111160950	+	2.64	0.000	1306.71_r3,1104.31_r2
BG1104.31_r3	17	34630101	34631350	+	2.08	0.000	1086.2_r10,915.532_r6,1104.31_r3
BG1104.31_r4	3	131111201	131112800	+	1.51	0.000	1104.31_r4,667.785_r4,1225.04_r8,1534.25_r16
BG1104.31_r5	4	150924351	150925500	+	2.64	0.000	1104.31_r5
BG1104.31_r6	6	42342801	42344600	+	2.27	0.000	1104.31_r6,1679.15_r13
BG1104.31_r7	6	144901651	144903550	+	2.08	0.000	3494.67_r4,1104.31_r7,850.798_r8
BG1620.36_r1	10	80398951	80399800	+	2.75	0.000	3494.67,1220.71_r1,1620.36_r1,743.192_r2
BG1620.36_r3	16	38088301	38089400	+	3.93	0.000	1008.94
BG1620.36_r4	7	128238051	128238900	+	4.12	0.000	2821.31_r3,934.028,792.193_r8,1620.36_r4
BG1190.02	1	191026401	191027100	+	3.05	0.000	1190.02
BG1012.7_r1	1	180403101	180404200	+	1.96	0.000	2846.88_r1,1627.61_r1
BG1012.7_r2	10	96370651	96371500	+	1.96	0.000	1021.32
BG1012.7_r3	11	76496051	76496850	+	2.78	0.000	1012.7_r3
BG1012.7_r4	12	17387351	17388200	+	1.80	0.000	1012.7_r4
BG1012.7_r6	18	80611951	80612600	+	3.76	0.000	1433.77_r4,2096.8_r6,1012.7_r6
BG1012.7_r7	3	69159301	69160300	+	2.12	0.000	1012.7_r7
BG1012.7_r8	3	88451551	88452950	+	2.12	0.000	1012.7_r8,3690.71_r2,746.347
BG1012.7_r9	5	105839951	105840550	+	4.25	0.000	864.191,1815.52_r8,1012.7_r9
BG3579.91_r2	5	135545101	135545700	+	8.01	0.000	2572.59
BG3579.91_r3	8	124721901	124723250	+	9.21	0.000	669.69_r20,3579.91_r3
BG1031.03_r1	4	63409401	63410950	+	1.72	0.000	4023.13_r1,1031.03_r1
BG1543.55_r1	2	32062901	32065100	+	2.12	0.000	2164.99_r3,1543.55_r1,749.072_r5
BG1543.55_r2	2	163120551	163121300	+	5.06	0.000	1543.55_r2
BG1543.55_r4	6	95614151	95615800	+	1.96	0.000	4236.22
BG1131.76_r1	4	48073351	48075550	+	1.05	0.000	1131.76_r1
BG743.191	15	89196651	89197000	+	2.45	0.000	1875.19_r8,743.191
BG743.192	10	52381851	52383100	+	1.63	0.000	1517.79,743.192,702.832
BG743.193	1	67038651	67039350	+	2.12	0.000	1679.15,743.193
BG2454.79	1	91412651	91414100	+	4.77	0.000	2454.79,857.529_r2
BG647.346_r10	17	56673101	56673400	+	2.77	0.000	808.528_r6,647.346_r10
