#Name (cmd = mergePeaks 03_motif/cluster_1_homer_VS_bgPeaks/bg.clean.pos 03_motif/cluster_1_homer_VS_bgPeaks/target.clean..pos -d given -cobound 1 -prefix 03_motif/cluster_1_homer_VS_bgPeaks/0.00906655106610188.2.tmp)	chr	start	end	strand	stat	stat2	03_motif/cluster_1_homer_VS_bgPeaks/target.clean..pos
BG1706.89_r4	2	24974851	24977350	+	2.78	0.000	1463.23_r1
BG1706.89_r7	7	139388501	139389400	+	6.21	0.000	1257.01_r4,1322.43_r7,1706.89_r7,2701.98_r3
BG1706.89_r8	9	69034001	69034850	+	4.41	0.000	4440.79,1289.68_r1,1706.89_r8,1038.24_r3,1220.54_r5,1128.23_r16
BG3062.61	9	21955401	21956150	+	8.17	0.000	3062.61,4551.59
BG897.036_r5	17	35840901	35842050	+	2.40	0.000	897.036_r5,3102.58,962.396_r4,2343.91_r1
BG897.036_r6	17	35916301	35916800	+	2.77	0.000	897.036_r6
BG897.036_r9	5	139483151	139483600	+	3.51	0.000	897.036_r9,2582.65_r3
BG3716.28_r1	13	46735601	46736700	+	7.67	0.000	1192.97_r4,1736.69,1086.2_r6,3716.28_r1,1144.25_r3
BG3716.28_r2	3	95671801	95673800	+	5.63	0.000	775.809_r7,816.695_r6
BG1914.29	2	30625451	30626800	+	3.33	0.000	3341.25,2376.58,1914.29,1905.15,1098.48_r4
BG3554.33_r1	7	44495751	44496950	+	9.38	0.000	1135.2_r2,3554.33_r1,913.294_r4,1646.11_r5
BG3554.33_r2	7	119835851	119837150	+	8.35	0.000	1347.55_r4,3554.33_r2,1286.47_r2,813.805_r1
BG4594.21	17	36000751	36002850	+	10.2	0.000	4594.21,1306.71_r5
BG2025.4	3	19429201	19430600	+	3.43	0.000	2025.4,4977.77,707.066_r3
BG2880.97_r2	7	74690151	74691200	+	7.16	0.000	2880.97_r2,1136.78,1590.62_r3
BG2880.97_r3	7	141058751	141059700	+	8.35	0.000	1445.55_r4
BG2880.97_r4	X	20616901	20617800	+	10.1	0.000	2880.97_r4
BG1748.02_r1	15	3995801	3996500	+	4.71	0.000	1704.72_r8
BG1105.44	13	73937551	73938450	+	2.63	0.000	1105.44,1723.23_r1,3366.82_r1,1083.23_r1
BG1437.38	10	80797951	80798950	+	3.76	0.000	3997.56,1437.38,1968.12_r1,693.585
BG2090.74_r1	18	65799951	65800800	+	4.57	0.000	2957.68_r2,2090.74_r1
BG2090.74_r2	2	166665301	166666800	+	3.27	0.000	1190.02_r8
BG2090.74_r3	7	13023451	13025050	+	3.59	0.000	3852.66_r3,2090.74_r3,1886.55_r1
BG1868.05	1	161251151	161252250	+	4.07	0.000	1916.02,819.54,9554.93,2639.41,2710.42,2523.59,1868.05
BG1083.23_r1	13	73938051	73938350	+	3.97	0.000	1105.44,1723.23_r1,3366.82_r1,1083.23_r1
BG1083.23_r2	18	50016601	50017550	+	1.83	0.000	3920.85_r2,686.023_r5,1083.23_r2,932.934_r2
BG1083.23_r3	19	4811551	4812100	+	3.05	0.000	739.823_r12,2923.59_r1,971.866_r5,1083.23_r3
BG1083.23_r4	3	127552951	127553500	+	3.36	0.000	1083.23_r4
BG1083.23_r6	9	13827001	13827650	+	3.05	0.000	4491.93,1757.85_r2,1902.9_r3,1083.23_r6
BG1472.41	1	88654401	88656200	+	2.27	0.000	2650.83,661.523_r1,1647.72
BG3247.49_r1	9	63740101	63741250	+	7.50	0.000	3247.49_r1,1205.28_r14
BG1315.93_r1	2	3657451	3658400	+	2.75	0.000	4568.64,2058.07,1315.93_r1,1017.26_r6
BG1315.93_r2	4	109000301	109000900	+	3.73	0.000	2098.91_r1,841.55_r4,826.149_r1,3801.52,2074.91_r1,1315.93_r2
BG1315.93_r3	4	120974851	120975600	+	3.73	0.000	971.866_r8,1283.64_r3,2795.74_r1,1315.93_r3,1054.25_r15
BG1315.93_r4	6	38551801	38552600	+	3.54	0.000	1118.87_r10,1315.93_r4
BG2974.73_r1	11	98026251	98027450	+	7.16	0.000	2974.73_r1
BG2974.73_r2	11	98463551	98464800	+	6.14	0.000	1052.71_r3,2974.73_r2,736.527_r1
BG2974.73_r3	7	100590451	100591450	+	7.16	0.000	833.029_r10
BG2974.73_r4	7	127112501	127113700	+	5.80	0.000	2974.73_r4
BG2974.73_r5	9	40422701	40424900	+	3.07	0.000	2974.73_r5,887.789_r9,943.851_r5,667.785_r10
BG2974.73_r6	X	74243501	74245150	+	6.14	0.000	1772.23_r3,1345.39_r7
BG1584.39_r2	4	44021151	44023200	+	2.29	0.000	1060.6_r4,943.275_r5,1388.36_r3
BG1584.39_r3	7	46795201	46796050	+	3.59	0.000	1584.39_r3,1960.43_r5
BG1584.39_r4	9	114025951	114026950	+	3.92	0.000	1584.39_r4,1342.59_r7,2003.04_r19
BG3085.54_r1	3	88409451	88410950	+	7.50	0.000	3085.54_r1,982.036,1285.44_r3
BG3085.54_r2	5	62771801	62772700	+	9.21	0.000	1527.22_r5,3085.54_r2
BG1571.26	1	191025701	191026750	+	5.11	0.000	1571.26,896.659,898.364_r2,3068.49_r2,878.54_r2
BG1571.44	2	128367351	128368050	+	4.27	0.000	1188.26_r6,3903.8,1571.44,1396.55_r5
BG739.824_r10	15	85634201	85635050	+	1.29	0.000	2667.88_r1,739.824_r10,923.114_r1,1102.54_r5
BG739.824_r15	7	24884001	24884450	+	2.40	0.000	2088.28_r6,739.824_r15
BG739.824_r16	7	111082701	111083200	+	2.22	0.000	2983.25,751.359_r15,739.824_r16
BG2637.92	13	55443651	55445250	+	3.10	0.000	906.099,2637.92
BG934.027_r3	13	55431701	55432650	+	2.96	0.000	934.027_r3,1355.21_r1,710.525_r4
BG934.027_r4	5	137600451	137601150	+	2.22	0.000	1127.04_r7,4278.84_r1,1403.62_r4,934.027_r4
BG934.027_r7	9	80164001	80165000	+	2.03	0.000	1208.71_r10
BG638.097_r1	14	31399201	31399800	+	2.03	0.000	2488.89_r1,1846.06,638.097_r1
BG638.097_r3	17	88113501	88114250	+	1.85	0.000	924.974_r3,1853.9_r1,1198.08_r1
BG638.097_r7	5	122372051	122372800	+	1.66	0.000	1602.43_r10,877.335_r1
BG638.097_r8	6	86593001	86593800	+	2.03	0.000	1053.54_r10,638.097_r8,2164.99_r5
BG2539.92_r1	14	60711851	60713450	+	4.90	0.000	1803.32,2539.92_r1,4909.58,2517.36
BG2539.92_r2	17	25247851	25248600	+	7.51	0.000	1342.59_r1,4398.17,2539.92_r2,2405.99_r1,1590.62
BG1158.08	2	93458601	93460300	+	1.93	0.000	1158.08,2335.46_r5
BG736.528_r4	9	20651701	20652100	+	2.95	0.000	898.364_r13,736.528_r4,1423.44_r27,1052.71_r9
BG5148.25	9	56102501	56106000	+	6.82	0.000	1040.96_r7
BG3307.15	1	13659501	13661050	+	6.14	0.000	3307.15,841.55
BG1257.01	1	52019451	52020500	+	3.73	0.000	2863.93,1257.01,1290.38,1159.51
BG2309.89_r3	12	36156451	36157150	+	8.01	0.000	2309.89_r3,800.361_r3
BG2309.89_r6	17	24849951	24850950	+	4.26	0.000	1100.49_r5,854.371_r1,2309.89_r6,1086.2_r9
BG2309.89_r8	5	100039551	100040700	+	3.92	0.000	973.842_r1,2309.89_r8
BG2062.28_r1	14	10452851	10453800	+	5.50	0.000	4653.87,2062.28_r1,2074.4_r1,767.567_r2
BG2062.28_r2	14	56262401	56263150	+	6.68	0.000	8148.55,2588.92,1895.8,2062.28_r2
BG2062.28_r3	5	37050451	37051900	+	4.52	0.000	2062.28_r3,3937.9,1081.99_r5,1698.72_r2
BG4040.18_r1	6	41554051	41555200	+	9.72	0.000	1845.73_r3,4040.18_r1,1942.04_r1
BG2358.19	7	43436351	43437350	+	5.36	0.000	7176.87,1311.96,859.787,2582.76,2358.19,2213.24_r1,1281.56_r5
BG915.533_r1	8	88697001	88698000	+	2.22	0.000	3332.72,980.034_r1
BG3221.92_r1	15	62169001	62170250	+	8.01	0.000	1544.38,3221.92_r1,1289.68,743.193_r2
BG1335.57_r1	13	113600701	113601900	+	2.75	0.000	1335.57_r1,1602.43_r3
BG1335.57_r2	17	84419351	84420350	+	3.54	0.000	1461.15_r3,5574.42,1335.57_r2
BG1335.57_r3	2	180118901	180119650	+	3.54	0.000	1017.26_r9,3136.68_r1,1335.57_r3
BG1335.57_r4	4	134096751	134097500	+	4.71	0.000	1335.57_r4,1466.06_r16
BG2385.93_r1	8	70839351	70840100	+	8.88	0.000	3290.1_r3,1470.05_r1,2385.93_r1,1885.51_r1
BG3971.99	10	19104351	19105400	+	11.9	0.000	2229.58,1178.44,3971.99,1280.91,647.345
BG4210.65	16	46010251	46011350	+	9.55	0.000	851.014,4210.65
BG4705.02	13	33003301	33004950	+	7.50	0.000	1553.63_r1
BG638.324_r4	2	11655051	11655850	+	1.96	0.000	2642.31_r1,638.324_r4,947.365_r3
BG638.324_r6	4	32164251	32165450	+	0.982	0.000	931.032_r4,3784.47_r1,1063.5_r6,638.324_r6,1160.94_r3
BG638.324_r9	8	25601201	25602200	+	1.77	0.000	1862.06_r3,638.324_r9,2915.06,1464.64_r1
BG1649.72_r1	14	54227101	54228150	+	4.41	0.000	1462.97,2173.23,1649.72_r1,3417.96_r1,824.911_r3
BG3162.25	1	128786501	128787750	+	8.01	0.000	3162.25,1109.7_r1,1543.55,832.301
BG1717.81	12	98269101	98270550	+	2.83	0.000	5676.03,1717.81,1335.06,13697.4,2395.18,4517.37,2242.74
BG628.851_r1	13	113182901	113184150	+	1.11	0.000	1917.81_r4,628.851_r1,2029.14,1527.22_r1,1433.77_r1
BG628.851_r7	4	41464251	41465150	+	1.48	0.000	2369.56_r5,815.09_r3,653.356_r13
BG5736.37_r1	2	140041951	140043300	+	16.0	0.000	3005.57,5736.37_r1,1821.63,2494.37,860.045_r10,1361.49_r1,2760.43
BG1321.39	15	102404551	102406300	+	1.89	0.000	3405.62,1649.82,5071.53
BG3989.03	7	114479801	114480850	+	11.9	0.000	1641.56_r1,776.816_r1,3989.03
BG3989.04	10	21203901	21205950	+	8.86	0.000	3989.04,1507.39,1590.9,1184.21_r1
BG5574.42_r1	7	28819801	28821600	+	9.72	0.000	5574.42_r1,1118.87_r12,1891.83,1875.69,943.275_r6
BG897.037_r1	13	43485201	43485750	+	2.77	0.000	2105.33_r2
BG897.037_r3	19	9982151	9983200	+	2.03	0.000	1934.85_r3,897.037_r3,1020.87_r4
BG897.037_r5	5	62815151	62816500	+	1.11	0.000	897.037_r5,1217.72_r3,2403.65_r9
BG1461.15_r1	15	76274301	76275150	+	3.14	0.000	1461.15_r1,4099.85_r1,2082.57_r1
BG1461.15_r3	17	84419001	84420600	+	2.59	0.000	1461.15_r3,5574.42,1335.57_r2
BG1461.15_r4	3	95015301	95016300	+	2.59	0.000	925.286,1461.15_r4,3446.95,5923.89,2531.75_r2
BG2572.59_r1	8	69716051	69717250	+	5.23	0.000	4057.22,982.036_r3,1137.48_r11
BG1800.29_r1	1	92180501	92181000	+	5.80	0.000	1080.24,4133.94,1322.44,2017.24,1800.29_r1
BG1800.29_r2	9	57339401	57340400	+	4.27	0.000	2463.45_r1,14319.6,1800.29_r2,1826.59_r3,1061.58_r2,2459.91,3944.64_r1,1024.42_r1
BG1345.39_r1	11	118337101	118338300	+	2.16	0.000	1091.24_r5,1345.39_r1,4696.5,1004.53_r2
BG1345.39_r2	17	34603201	34604100	+	3.54	0.000	1429.22_r2,1433.41_r3
BG1345.39_r3	2	167348901	167349750	+	4.12	0.000	1687.67_r10,669.689_r12,1525.89
BG1345.39_r5	6	85450951	85452250	+	2.55	0.000	1184.21_r10,1345.39_r5
BG1345.39_r6	7	79272651	79273400	+	3.34	0.000	1294.69_r7,3017.35,735.025_r18
BG1345.39_r7	X	74243701	74244350	+	4.52	0.000	1772.23_r3,1345.39_r7
BG3554.34_r1	3	106721501	106722750	+	9.21	0.000	1098.48_r6,1821.82_r1,3554.34_r1,947.365_r6
BG988.201_r3	13	63189451	63189850	+	3.43	0.000	656.594_r4,988.201_r3
BG988.201_r4	14	121829901	121830350	+	3.10	0.000	1208.13,988.201_r4,832.301_r5
BG739.823_r3	11	53794901	53795700	+	1.66	0.000	3545.81,1445.55_r1,739.823_r3,1630.18
BG2522.98_r3	6	41532201	41533300	+	5.63	0.000	824.91_r5,2522.98_r3,675.088,1502.72_r5
BG2522.98_r4	7	45153651	45155150	+	3.41	0.000	2522.98_r4,1037.46_r7,795.31_r8
BG1339.38	1	155172651	155173800	+	3.10	0.000	1689.1,1986,1339.38
BG1374.85	1	138191501	138192800	+	2.55	0.000	2948.27,1942.04,5403.96,1174.77_r1,1374.85
BG7909.89	1	171628601	171630300	+	15.2	0.000	2163.98,2392.92_r1,7909.89,3112.37,1491.29,951.724
BG1330.83_r1	7	27473301	27474600	+	3.40	0.000	918.677,7108.67,2081.92_r4,1331.68_r5,3405.61
BG2616.74_r2	13	51676851	51677650	+	5.80	0.000	2616.74_r2
BG2616.74_r3	14	56296251	56297350	+	4.43	0.000	980.266_r2,637.022_r15
BG2616.74_r5	17	34603351	34604750	+	4.43	0.000	1429.22_r2,1433.41_r3
BG2616.74_r6	3	115971501	115973000	+	5.28	0.000	610.355_r14,1102.54_r7
BG1473.05	11	83639951	83641100	+	2.16	0.000	808.527_r2
BG1473.06	12	44268551	44269400	+	4.71	0.000	905.46,1340.27,1202.21_r2,1473.06,1666.06,1235.79_r2,5190.86
BG1011.5_r14	7	114479951	114480900	+	2.55	0.000	1641.56_r1,776.816_r1,3989.03
BG1766.33_r1	16	46022001	46022950	+	3.14	0.000	7014.91,964.943,915.536_r1,1233.21_r1,1766.33_r1
BG1766.33_r2	9	64796901	64797700	+	5.36	0.000	2188.74_r3,6708.07,1766.33_r2,1388.36_r5,1993.53
BG1636.53	12	16006451	16006850	+	5.63	0.000	1266.31,1636.53
BG1968.12	1	40392601	40393750	+	4.58	0.000	4338.51,1757.85,1192.97_r1
BG1968.23	13	41486801	41488000	+	6.04	0.000	1698.93_r1,1968.23,1229.96_r1,1355.21,1632.47_r3
BG2539.92	11	97683901	97684850	+	6.86	0.000	5710.8,2539.92,1754.52,1266.95_r1
BG1572.13	15	75908751	75909850	+	2.77	0.000	816.694_r3,2301.37_r2,1572.13,1433.77_r2
BG2565.6	1	130993251	130994650	+	4.77	0.000	2565.6,1137.48,906.531_r1
BG2242.73	1	193200851	193201600	+	5.80	0.000	2450.67,1217.57_r1,2131.57,2242.73,3170.78
BG2242.74	12	98269801	98270500	+	5.49	0.000	5676.03,1717.81,1335.06,13697.4,2395.18,4517.37,2242.74
BG1682.39_r1	3	88177701	88178200	+	5.72	0.000	1720.09_r1,1682.39_r1,2684.93_r6,1785.03
BG1682.39_r2	5	134269351	134270250	+	3.59	0.000	2111.38,5838.66,1202.21_r6,1682.39_r2
BG1682.39_r3	7	128157451	128159400	+	2.61	0.000	3230.44_r5,804.558_r15
BG1682.39_r4	8	122473451	122475050	+	2.45	0.000	1793.32_r1,1682.39_r4,2446.27_r2,1183.72_r9
BG2405.99	16	43698501	43699550	+	7.07	0.000	793.102,2833.93,2405.99,972.166_r1,647.346_r8,1632.47_r4,5020.39
BG1159.51	1	52019851	52020450	+	3.05	0.000	2863.93,1257.01,1290.38,1159.51
BG1159.71	11	74960151	74960550	+	4.74	0.000	845.977,1586.7,973.842,1159.71
BG1075.99_r1	14	25516601	25517600	+	1.89	0.000	1075.99_r1,2548.55_r2,1151.54_r2,1512.34_r3,2364.79,739.824_r8
BG1075.99_r2	16	92620751	92622000	+	2.27	0.000	3562.86,1600.72_r5,1080.24_r3
BG1075.99_r3	3	103020151	103022000	+	1.32	0.000	1797.13_r2,1075.99_r3,3290.1_r1,1127.04_r4,1098.48_r5
BG1075.99_r6	9	33060451	33061450	+	3.40	0.000	2247.21,1826.59_r2,9819.18,3715.96,1075.99_r6,865.805,3554.81
BG751.358_r2	3	131014151	131014650	+	2.78	0.000	1137.48_r8
BG1031.14_r10	3	27322451	27323350	+	1.96	0.000	1498.14,1985.99_r2,726.858_r16
BG1031.14_r11	3	106788201	106789050	+	2.75	0.000	971.018_r3,1031.14_r11
BG2693.45_r2	11	20542701	20543550	+	8.86	0.000	1313.19_r1,2693.45_r2
BG2693.45_r3	16	93552451	93553500	+	7.16	0.000	832.302_r9,2693.45_r3,932.934_r1
BG2693.45_r5	3	104511401	104512550	+	5.28	0.000	2693.45_r5
BG2693.45_r6	5	118477851	118478950	+	6.31	0.000	1323.05_r2,1113.74_r12
BG833.028_r10	9	118040451	118040850	+	3.10	0.000	3596.95,874.012_r8,833.028_r10,823.054_r15
BG1396.55_r1	13	63886201	63887150	+	2.94	0.000	1396.55_r1,1404.31_r1
BG1396.55_r2	13	69611051	69612100	+	3.27	0.000	1396.55_r2
BG1396.55_r5	2	128367401	128368050	+	4.90	0.000	1188.26_r6,3903.8,1571.44,1396.55_r5
BG1396.55_r7	6	122291801	122293100	+	3.27	0.000	1892.24_r9,832.303
BG1396.55_r8	9	95959001	95960600	+	2.12	0.000	1396.55_r8
BG3903.8	2	128367051	128368100	+	10.9	0.000	1188.26_r6,3903.8,1571.44,1396.55_r5
BG3341.24_r1	5	91961251	91963200	+	7.33	0.000	1331.21_r5
BG1355.21_r1	13	55431951	55432700	+	3.54	0.000	934.027_r3,1355.21_r1,710.525_r4
BG1355.21_r2	15	38300251	38301150	+	3.54	0.000	3324.2_r1,1355.21_r2,1715.06_r1,656.593_r7
BG1355.21_r3	17	56997001	56997600	+	4.12	0.000	1355.21_r3,1706.89_r3,1026.51_r4,4560.12_r1
BG1355.21_r4	4	152446351	152447050	+	3.54	0.000	1866.67_r9,1355.21_r4
BG1355.21_r5	5	124075601	124076650	+	3.73	0.000	1355.21_r5,628.855_r22
BG1355.21_r6	7	19628201	19629250	+	3.54	0.000	2044.4_r1,3273.06_r2,1355.21_r6,1519.05_r4
BG1373.1_r2	5	33651751	33652950	+	2.44	0.000	2293.45,1237.37_r3,2556.25_r2,1373.1_r2,5472.14
BG1373.1_r3	5	135024401	135025450	+	3.05	0.000	1373.1_r3,850.797_r5,1926.33_r8,1233.21_r9
BG1601.96_r1	4	118179701	118180100	+	4.88	0.000	945.114,1868.05_r1,2450.08,6725.11_r1,1266.83_r4,1601.96_r1
BG1053.54_r10	6	86593001	86593800	+	2.94	0.000	1053.54_r10,638.097_r8,2164.99_r5
BG3605.47	4	132945251	132946950	+	5.28	0.000	3605.47,1311.95_r4,1804.9_r4,883.833_r6
BG3605.48	17	57290201	57291950	+	6.48	0.000	1132.62_r2,2188.74_r1,841.548
BG1331.68_r5	7	27473201	27473700	+	4.25	0.000	918.677,7108.67,2081.92_r4,1331.68_r5,3405.61
BG1331.68_r7	8	70797001	70797800	+	3.33	0.000	1331.68_r7,1679.28_r2,2395.13_r3,677.857_r13
BG1265.88_r3	12	112588751	112589650	+	3.43	0.000	1340.93_r1,1540.93_r1,3187.82,1265.88_r3
BG1265.88_r4	15	59647151	59648750	+	1.63	0.000	2591.17_r2
BG1265.88_r5	16	33769401	33770350	+	3.43	0.000	1160.94_r1,1265.88_r5,1571.26_r1,1418.87_r4,4508.97,1109.73_r1
BG1265.88_r6	17	12363601	12364700	+	2.12	0.000	2327.43,4312.93,1265.88_r6,1054.25_r11
BG1265.88_r7	18	34624051	34624900	+	2.94	0.000	1031.03,1265.88_r7,785.628_r1
BG1265.88_r9	5	72634801	72635300	+	4.57	0.000	4568.64_r1,1183.72_r5,1265.88_r9
BG4508.97	16	33769551	33770650	+	9.21	0.000	1160.94_r1,1265.88_r5,1571.26_r1,1418.87_r4,4508.97,1109.73_r1
BG4508.98	10	127141201	127142300	+	6.82	0.000	1176.04_r2,1683.1,4508.98
BG2458.25	4	140943701	140945350	+	5.72	0.000	1179.82,1482.88_r2,3775.95_r2,804.558_r8
BG2062.28	10	80621651	80622700	+	3.93	0.000	2662.42,7296.19,2062.28,1403.62_r1
BG2923.59_r1	19	4811351	4812450	+	7.84	0.000	739.823_r12,2923.59_r1,971.866_r5,1083.23_r3
BG2923.59_r2	2	24975001	24976350	+	4.77	0.000	1463.23_r1
BG2923.59_r4	4	59204501	59205550	+	5.46	0.000	2923.59_r4
BG2923.59_r5	4	145240301	145241350	+	7.67	0.000	2923.59_r5,1026.51_r6,1363.88_r9,1080.24_r4
BG2923.59_r6	8	105827201	105828000	+	6.48	0.000	1831.06_r1,963.7_r7,746.348_r3,2923.59_r6
BG3128.15	1	51571801	51573350	+	4.43	0.000	610.355
BG1012.7_r10	5	115489251	115490400	+	1.96	0.000	5557.38,3005.57_r1,1012.7_r10
BG1012.7_r12	5	129941251	129942050	+	2.78	0.000	1012.7_r12,1026.51_r7,1568.34_r21
BG1012.7_r15	9	44030751	44031600	+	3.43	0.000	1012.7_r15,2224.66_r10,1217.73_r5,1026.48_r1
BG824.911_r3	14	54227601	54228300	+	2.16	0.000	1462.97,2173.23,1649.72_r1,3417.96_r1,824.911_r3
BG824.911_r5	3	28804951	28806400	+	1.18	0.000	824.911_r5,1266.31_r2
BG850.797_r11	8	36182051	36182800	+	1.85	0.000	1647.72_r5,793.102_r1,5097.11,1787.31,1421.05_r6,850.797_r11
BG850.797_r12	8	72353551	72354450	+	1.66	0.000	850.797_r12
BG1365.03_r1	14	60712001	60713550	+	2.75	0.000	1803.32,2539.92_r1,4909.58,2517.36
BG1365.03_r3	8	84127001	84127750	+	2.36	0.000	1174.77_r6,4347.03_r3,1349.71_r3,1365.03_r3,1137.48_r12
BG1322.43	10	93171051	93171750	+	4.81	0.000	2160.48,1322.43,2074.91,938.748_r1,5864.23,1845.73_r1
BG1322.44	1	92180251	92181050	+	2.96	0.000	1080.24,4133.94,1322.44,2017.24,1800.29_r1
BG765.987_r1	10	75892851	75893650	+	1.96	0.000	1137.48_r2,765.987_r1,1176.04_r1
BG1683.1_r1	14	75068501	75069800	+	2.40	0.000	6102.89,1683.1_r1,2543.47,2213.24
BG1683.1_r3	4	148139901	148140550	+	5.36	0.000	906.532_r3,1683.1_r3
BG1683.1_r4	6	87502501	87503450	+	3.70	0.000	4355.55,1225.04_r12,1683.1_r4,1276.65_r2
BG1421.05	10	58497901	58498850	+	5.06	0.000	1060.6,2684.93,924.779
BG4165.14	8	25273701	25275150	+	9.31	0.000	1414.37,4165.14,2866.82,5156.77,8566.2,2700.6_r1,903.654,1302.52_r1
BG4328.48	5	137627901	137629700	+	12.1	0.000	4328.48,3466.59_r1,7645.66,1205.28_r8,1507.39_r4
BG857.529	1	10037951	10038500	+	2.78	0.000	3383.86,857.529
BG1916.02	1	161250351	161252050	+	5.29	0.000	1916.02,819.54,9554.93,2639.41,2710.42,2523.59,1868.05
BG5906.84	3	108795651	108796650	+	17.2	0.000	1217.57_r8,1633.39_r1,3264.94,1060.6_r3,5906.84,989.515_r1
BG1008.93	11	58959851	58960800	+	2.28	0.000	1155.98,2710.5_r1,1008.93,1396.55,1144.25_r1
BG1008.94	16	38088951	38090050	+	1.93	0.000	3642.46,2367.44,1620.36_r3,3639.57_r1,1922.34
BG2199.08_r3	14	121894951	121895900	+	6.14	0.000	939.199_r3
BG739.824_r1	1	144355751	144356100	+	2.77	0.000	915.535,653.355,1306.11,739.824_r1,1495.16,2829.83
BG739.824_r8	14	25517051	25517450	+	2.77	0.000	1075.99_r1,2548.55_r2,1151.54_r2,1512.34_r3,2364.79,739.824_r8
BG4031.65	15	27624451	27626050	+	8.52	0.000	2090.74,4031.65,1350.18_r1,1207.9,2319.02,1236.45
BG4031.66	14	103469001	103470050	+	9.21	0.000	1502.72,4031.66,952.522
BG2044.4	12	8921351	8922700	+	4.58	0.000	2736.07_r1,2044.4,971.017
BG2115.24_r1	6	108630801	108631400	+	6.86	0.000	3173.39,6443.84,2115.24_r1,1359.43_r6,943.853_r1
BG4099.85_r1	15	76274301	76275300	+	12.8	0.000	1461.15_r1,4099.85_r1,2082.57_r1
BG1951.28	11	55468701	55469850	+	6.47	0.000	1951.28,1870.23,1011.5_r4,1113.74_r7,3179.3_r1
BG924.778	7	28780701	28781500	+	1.66	0.000	4347.03_r2,2809.43,924.778,1571.44_r1
BG924.779	10	58497551	58498400	+	2.40	0.000	1060.6,2684.93,924.779
BG2522.98	1	132010601	132011200	+	8.52	0.000	1618.36,1568.05,2522.98,1394.49_r1,1067.97_r1
BG3034.4	12	85446651	85447700	+	6.65	0.000	3034.4
BG2049.9	5	100039051	100040500	+	3.59	0.000	973.842_r1,2309.89_r8
BG1298.54_r10	9	113706051	113707150	+	2.45	0.000	1001.68_r14
BG1142.06	1	138191701	138193200	+	1.32	0.000	2948.27,1942.04,5403.96,1174.77_r1,1374.85
BG1241.38	10	67610051	67611200	+	2.94	0.000	1198.69
BG906.531_r1	1	130993451	130994200	+	2.12	0.000	2565.6,1137.48,906.531_r1
BG906.531_r4	15	102625051	102625750	+	2.29	0.000	1479.65_r1
BG906.097	1	13592601	13594200	+	1.32	0.000	882.03,906.097,3775.95,1083.23,903.473
BG906.099	13	55443301	55444650	+	2.08	0.000	906.099,2637.92
BG906.284	10	19590851	19592150	+	1.66	0.000	1495.16_r1
BG906.286	3	21987551	21989000	+	1.11	0.000	3094.06_r1,906.286,1078.04_r5
BG860.045_r10	2	140042251	140043150	+	2.77	0.000	3005.57,5736.37_r1,1821.63,2494.37,860.045_r10,1361.49_r1,2760.43
BG860.045_r11	3	121291701	121292400	+	2.40	0.000	2386.6_r7,1266.83_r2,1249.54_r9,860.045_r11
BG860.045_r13	9	116368901	116369600	+	2.96	0.000	1592.55_r3,5224.96_r1,860.045_r13,1754.52_r3
BG2639.41	1	161250851	161251650	+	8.54	0.000	1916.02,819.54,9554.93,2639.41,2710.42,2523.59,1868.05
BG1061.58_r1	7	80450001	80450750	+	2.28	0.000	1396.42_r4,2190.56_r10,808.527_r11
BG1061.58_r2	9	57339501	57340650	+	2.46	0.000	2463.45_r1,14319.6,1800.29_r2,1826.59_r3,1061.58_r2,2459.91,3944.64_r1,1024.42_r1
BG931.031_r1	13	51676901	51677700	+	2.61	0.000	2616.74_r2
BG906.532	16	43663551	43664500	+	1.96	0.000	906.532,3997.56_r2,610.354_r10
BG751.359_r5	18	75353451	75354200	+	1.47	0.000	1571.26_r2,751.359_r5
BG751.359_r8	4	32587501	32588450	+	1.47	0.000	3034.4_r1
BG2922.3	9	57075401	57077150	+	3.88	0.000	11447.2,4254.98,2922.3,2386.35_r1,1283.64_r4,2791.98_r1,894.882
BG2335.46_r3	16	11475351	11476300	+	4.77	0.000	743.192_r9,2335.46_r3
BG2335.46_r5	2	93458801	93460000	+	4.43	0.000	1158.08,2335.46_r5
BG2335.46_r7	3	95433701	95435100	+	4.26	0.000	1146.73_r3,1600.72_r3,2335.46_r7,759.525_r5
BG2335.46_r8	4	137853651	137854650	+	5.63	0.000	1020.87_r8,1099.88_r2,721.328_r10
BG1096.67	6	124829151	124830850	+	1.23	0.000	2074.4_r3,3426.48_r2,2469.16,1689.1_r4,1510.42
BG2173.51_r8	5	20881901	20882950	+	3.92	0.000	913.294_r3,1035.75_r9,2173.51_r8,1176.04_r8
BG677.857_r12	7	5014301	5015400	+	1.63	0.000	677.857_r12,1482.88_r3
BG677.857_r13	8	70797101	70797600	+	2.29	0.000	1331.68_r7,1679.28_r2,2395.13_r3,677.857_r13
BG677.857_r16	X	36980551	36981350	+	1.63	0.000	2250.23_r4,677.857_r16,869.292_r8
BG1160.94_r1	16	33769351	33771050	+	1.13	0.000	1160.94_r1,1265.88_r5,1571.26_r1,1418.87_r4,4508.97,1109.73_r1
BG1160.94_r2	3	95624251	95625600	+	2.45	0.000	1160.94_r2,1698.92_r1,4261.79_r1,2466.42,1794.07_r1
BG1160.94_r3	4	32164401	32165600	+	2.64	0.000	931.032_r4,3784.47_r1,1063.5_r6,638.324_r6,1160.94_r3
